abendblatt	aː AE b n̩ t b l a AD t
abendessen	ʔ aː AE b n̩ t ʔ ɛ BG s n̩
abendkleid	aː AE b n̩ t k l a AD ɪ̯ BL t
abendmahlzeit	aː AE b ə BG n t m aː AE l t s a AD ɪ̯ BL t
abendrot	aː AE b ə BG n d̥ r oː AK t
abendstern	aː AE b n̩ t ʃ t ɛ BG ʁ n
abendvorstellung	aː AE b n̩ t f oː AK ɐ̯ ʃ t ɛ BG l ʊ BD ŋ
abenteuer	aː AE b ə BG n t ɔ BB ʏ̯ ɐ CA
aberkennen	a AD p ʔ ɛ BG ɐ̯ k ɛ BG n ə BG n
abfackeln	ʔ a AD p f a AD k l̩ n
abfahren	a AD p f aː AE r ə BG n
abfahrt	ʔ a AD p f aː AE ɐ̯ t
abfall	a AD p f a AD l
abfedern	ʔ a AD p f eː AG d ɐ CA n
abfertigen	ʔ a AD p f ɛ BG ɐ̯ tʰ i AH ɡ ŋ
abfertigung	ʔ a AD p f ɛ BG ɐ̯ tʰ i AH ɡ ʊ BD ŋ
abfeuerung	ʔ a AD p f ɔ BB ʏ̯ ɐ CA ʁ ʊ BD ŋ
abfinden	a AD p f ɪ BE n d ə BG n
abfindung	ʔ a AD p f ɪ BE n d ʊ BD ŋ
abflachen	ʔ a AD p f l a AD χ n̩
abflaken	ʔ a AD p f l a AD k ŋ
abfliessen	ʔ a AD p f l iː AI s ə BG n
abflugzeit	ʔ a AD p f l uː AM k t s a AD ɪ̯ BL tʰ
abfluss	ʔ a AD p f l ʊ BD s
abfolge	ʔ a AD p f ɔ BB l ɡ ə BG
abfragen	ɑ BH b f ʁ aː AE ɡ ŋ̩
abfärben	a AD p f ɛ BG ʁ b n̩
abführen	a AD p f yː DB ʁ ə BG n
abfüllen	a AD p f ʏ DC l ə BG n
abgabe	ʔ a AD p ɡ aː AE b ə BG
abgang	ʔ a AD p ɡ a AD ŋ
abgas	a AD p ɡ aː AE s
abgeben	a AD p ɡ eː AG b n
abgehackt	a AD p ɡ ə BG h AA a AD k t
abgehackter	a AD p ɡ ə BG h AA a AD k t ɐ CA
abgehacktesten	a AD p ɡ ə BG h AA a AD k t ə BG s t ə BG n
abgekühlt	a AD p ɡ ə BG k yː DB l t
abgeschrägt	a AD p ɡ ə BG ʃ ʁ ɛː BI k t
abgeschrägtes	a AD p ɡ ə BG ʃ ʁ ɛː BI k t ə BG s
abgewinnen	a AD p ɡ ə BG v ɪ BE n ə BG n
abgewöhnen	a AD p ɡ ə BG v øː CJ n ə BG n
abgott	ʔ a AD p ɡ ɔ BB tʰ
abgrenzen	ʔ a AD p ɡ ʁ ɛ BG n t s n̩
abgrenzung	ʔ a AD p ɡ ʁ ɛ BG n t s ʊ BD ŋ
abhalten	ʔ a AD p h AA a AD l t ə BG n
abhandeln	a AD p h AA a AD n d l̩ n
abhang	a AD p h AA a AD ŋ
abhobeln	a AD p h AA oː AK b l̩ n
abholzen	ʔ a AD p h AA ɔ BB l t s n̩
abholzung	ʔ a AD p h AA ɔ BB l t s ʊ BD ŋ
abhören	ʔ a AD p h AA øː CJ ɐ̯ n
abitur	a AD b i AH t uː AM ɐ̯
abkapseln	ʔ a AD p k a AD p s ə BG l n
abkarten	a AD p k a AD ʁ t n̩
abkehr	a AD p k eː AG ɐ̯
abklappern	a AD p k l a AD p ɐ CA n
abklatsch	a AD p k l a AD t ʃ
abklingen	ʔ a AD p k l ɪ BE ŋ n̩
abklärungen	ʔ a AD p k l ɛː BI ʁ ʊ BD ŋ ə BG n
abknallen	a AD p k n a AD l ə BG n
abknicken	a AD p k n ɪ BE k ə BG n
abkämmen	ʔ a AD p k ɛ BG m n̩
abkömmlich	ʔ a AD p k œ CD m l ɪ BE ç
abkühlen	ʔ a AD p k yː DB l n
abkürzen	ʔ a AD p k ʏ DC ʁ t s ə BG n
abladen	ʔ a AD p l aː AE d n̩
ablaut	ʔ a AD p l a AD ʊ̯ BM tʰ
ablegen	ʔ a AD p l eː AG ɡ ə BG n
ablehnung	ʔ a AD p l eː AG n ʊ BD ŋ
ableiten	ʔ a AD p l a AD ɪ̯ BL t ə BG n
ablenken	ʔ a AD p l ɛ BG ŋ k ŋ̩
ablöse	a AD p l øː CJ z ə BG
ablösen	ʔ a AD p l øː CJ z n̩
abmachung	ʔ a AD p m a AD χ ʊ BD ŋ
abmahnen	a AD p m aː AE n ə BG n
abmeiern	ʔ a AD p m a AD ɪ̯ BL ɐ CA n
abmelden	ʔ a AD p m ɛ BG l d n̩
abnahme	ʔ a AD p n aː AE m ə BG
abnehmen	ʔ a AD p n eː AG m m̩
abnibbeln	a AD p n ɪ BE b l̩ n
abnutzung	ʔ a AD p n ʊ BD t s ʊ BD ŋ
abonnement	a AD b ɔ BB n ə BG m ɛ BG n t
abonnieren	ʔ a AD b ɔ BB n iː AI ɐ̯ n
abquatschen	a AD p k v a AD t ʃ n̩
abraten	a AD p ʀ aː AE t ə BG n
abreibung	a AD p ʀ a AD ɪ̯ BL b ʊ BD ŋ
abreichern	ʔ a AD p ʁ a AD ɪ̯ BL ç ɐ CA n
abriegeln	a AD p ʀ iː AI ɡ l̩ n
abrufen	ʔ a AD p ʁ uː AM f n̩
abrunden	ʔ a AD p ʁ ʊ BD n d n̩
abräumen	ʔ a AD p ʁ ɔ BB ʏ̯ m ə BG n
abrücken	a AD p ʁ ʏ DC k n̩
absage	ʔ a AD p s aː AE ɡ ə BG
absatzweise	a AD p z a AD t s v a AD i AH z ə BG
absaufen	a AD p s a AD ʊ̯ BM f n̩
absaugen	ʔ a AD p s a AD ʊ̯ BM ɡ ŋ̩
abschaffen	ʔ a AD p ʃ a AD f n̩
abschaffung	ʔ a AD p ʃ a AD f ʊ BD ŋ
abschattung	ʔ a AD p ʃ a AD t ʊ BD ŋ
abscheulich	ʔ a AD p ʃ ɔ BB ʏ̯ l ɪ BE ç
abscheulichsten	ʔ a AD p ʃ ɔ BB ɪ̯ BL l ɪ BE ç s t n̩
abschiedsbrief	a AD p ʃ iː AI t s b ʀ iː AI f
abschiedsgeschenk	a AD p ʃ iː AI t s ɡ ə BG ʃ ɛ BG ŋ k
abschiedsvorstellung	a AD p ʃ iː AI t s f oː AK ɐ̯ ʃ t ɛ BG l ʊ BD ŋ
abschiessen	a AD p ʃ iː AI s n̩
abschirmen	ʔ a AD p ʃ ɪ BE ɐ̯ m n̩
abschirmung	ʔ a AD p ʃ ɪ BE ɐ̯ m ʊ BD ŋ
abschlachten	ʔ a AD p ʃ l a AD χ t n̩
abschlag	ʔ a AD p ʃ l aː AE kʰ
abschleppwagen	ʔ a AD p ʃ l ɛ BG p v aː AE ɡ ŋ̩
abschluss	ʔ a AD p ʃ l ʊ BD s
abschmettern	a AD p ʃ m ɛ BG t ɐ CA n
abschminken	a AD p ʃ m ɪ BE ŋ k n̩
abschnitt	ʔ a AD p ʃ n ɪ BE tʰ
abschottung	ʔ a AD p ʃ ɔ BB tʰ ʊ BD ŋ
abschrauben	a AD p ʃ ʀ a AD ʊ̯ BM b n̩
abschreibung	ʔ a AD p ʃ ʁ a AD ɪ̯ BL b ʊ BD ŋ
abschreiten	ʔ ä p ʃ ʁ ä ɪ̯ BL t n̩
abschweifen	ʔ a AD p ʃ v a AD ɪ̯ BL f n̩
abschwung	ʔ a AD p ʃ v ʊ BD ŋ
abschöpfen	a AD p ʃ œ CD p f n̩
abschütteln	a AD p ʃ ʏ DC t l̩ n
absehen	ä p s eː AG n
absenkung	a AD p z ɛ BG ŋ k ʊ BD ŋ
absichern	ʔ a AD p z ɪ BE ç ɐ CA n
absicht	a AD p z̥ ɪ BE ç t
absichtlich	a AD p z ɪ BE ç t l ɪ BE ç
absinken	ʔ a AD p z ɪ BE ŋ k ə BG n
absolut	ʔ a AD p z̥ o AJ l uː AM tʰ
absolutismus	a AD p z o AJ l u AL t ɪ BE s m ʊ BD s
absondern	ʔ ä p z ɔ BB n d ɐ CA n
abspannen	a AD p ʃ p a AD n ə BG n
abspecken	ʔ a AD p ʃ p ɛ BG k ŋ
abspielen	ʔ a AD p ʃ p iː AI l ə BG n
abspringen	ʔ a AD p ʃ p ʁ ɪ BE ŋ n̩
abspritzen	ʔ a AD p ʃ p ʁ ɪ BE t s n̩
abspulen	a AD p ʃ p uː AM l ə BG n
abspülen	a AD p ʃ p yː DB l ə BG n
abstauen	ʔ a AD p ʃ t a AD ʊ̯ BM ə BG n
abstechen	ʔ a AD p ʃ t ɛ BG ç ə BG n
abstecken	ʔ a AD p ʃ t ɛ BG k ŋ̩
absteigen	ʔ ä p ʃ t ä e̯ CM ɡ ŋ
abstempeln	a AD p ʃ t ɛ BG m p l̩ n
absterben	ʔ a AD p ʃ t ɛ BG ɐ̯ b m̩
abstimmen	ʔ a AD p ʃ t ɪ BE m n̩
abstrafen	a AD p ʃ t ʀ aː AE f n̩
abstrafung	a AD p ʃ t ʀ aː AE f ʊ BD ŋ
abstrahieren	ʔ a AD p s t ʁ a AD h AA iː AI ɐ̯ n
abstraktum	a AD p s t ʀ a AD k t ʊ BD m
abstreifen	ʔ a AD p ʃ t ʁ a AD ɪ̯ BL f n̩
abstreiten	a AD p ʃ t ʀ a AD ɪ̯ BL t n̩
abstrus	a AD p s t ʀ uː AM s
absturz	ʔ a AD p ʃ t ʊ BD ɐ̯ t s
abstürzen	ʔ a AD p ʃ t ʏ DC ʀ t s ə BG n
absägen	ʔ a AD p z ɛː BI ɡ ŋ
absättigen	ʔ a AD p z ɛ BG t ɪ BE ɡ ŋ̩
abteilen	a AD p tʰ a AD ɪ̯ BL l n
abtragen	ʔ a AD p t ʁ aː AE ɡ ə BG n
abtreiben	ʔ a AD p t ʀ a AD ɪ̯ BL b m̩
abtreibungsbefürworterin	a AD p t ʀ a AD ɪ̯ BL b ʊ BD ŋ s b ə BG f yː DB ɐ̯ v ɔ BB ʁ ə BG ʁ ɪ BE n
abtrennen	ʔ a AD p t ʁ ɛ BG n̩
abtrennung	ʔ a AD p t ʁ ɛ BG n ʊ BD ŋ
abtun	ʔ a AD p t uː AM n
abtörnen	a AD p t œ CD ʁ n ə BG n
abtöten	ʔ a AD p t øː CJ t n̩
abwanderung	ʔ a AD p v a AD n d ɐ CA ʁ ʊ BD ŋ
abwarten	ʔ a AD p v a AD ɐ̯ t n̩
abwaschen	ʔ a AD p v a AD ʃ n̩
abwasser	ʔ a AD p v a AD s ɐ CA
abwechseln	a AD p v ɛ BG k s l̩ n
abwehr	a AD p v eː AG ɐ̯
abwehrbereit	a AD p v eː AG ɐ̯ b ə BG ʀ a AD ɪ̯ BL t
abwehren	ʔ a AD p v eː AG ɐ̯ n
abweichen	ʔ a AD p v a AD ɪ BE ç ə BG n
abweichung	ʔ a AD p v a AD ɪ̯ BL ç ʊ BD ŋ
abweisen	ʔ a AD p v a AD ɪ̯ BL z n̩
abwerben	ʔ a AD p v ɛ BG ɐ̯ b m̩
abwerfen	ʔ a AD p v ɛ BG ʁ f ɱ̩
abwesend	a AD p v eː AG z ə BG n t
abwiegen	ʔ a AD p v iː AI ɡ ŋ
abwischen	a AD p v ɪ BE ʃ n̩
abwracken	ʔ a AD p v ʁ a AD k ŋ
abwürgen	ʔ ä p ʋ BN ʏ DC ɐ̯ ɡ ŋ
abzureichern	ʔ a AD p t s u AL ʁ a AD ɪ̯ BL ç ɐ CA n
abzählen	a AD p t s ɛː BI l ə BG n
abänderbar	ʔ a AD p ɛ BG n d ɐ CA b aː AE ɐ̯
abändern	ʔ a AD p ʔ ɛ BG n d ɐ CA n
abätzen	ʔ ɛ BG t s ə BG n
achse	ʔ a AD k s ə BG
acht	ʔ ä χ t
achte	ʔ a AD χ t ə BG
achteckig	ʔ a AD χ t ɛ BG kʰ ɪ BE ç
achtelfinale	ʔ a AD χ t l̩ f i AH n aː AE l ə BG
achten	ʔ a AD x t ə BG n
achtern	a AD χ t ɐ CA n
achtung	ʔ a AD χ t ʊ BD ŋ
achtzehn	ʔ a AD x t s eː AG n
achtzehntel	a AD x t s eː AG n t l̩
adaptieren	a AD d a AD p t iː AI ʀ ə BG n
ade	a AD d eː AG
adel	aː AE d l̩
adenauer	aː AE d ə BG n a AD ʊ̯ BM ɐ CA
adipös	a AD d i AH p øː CJ s
adlerfarn	aː AE d l ɐ CA f a AD ʁ n
adlerfarne	aː AE d l ɐ CA f a AD ʁ n ə BG
adlerfarnes	aː AE d l ɐ CA f a AD ʁ n ə BG s
adlerfarns	aː AE d l ɐ CA f a AD ʁ n s
adlerjunges	ʔ aː AE d l ɐ CA j AB ʊ BD ŋ ə BG s
adoptieren	a AD d ɔ BB p t iː AI ʀ ə BG n
adrett	ʔ a AD d ʁ ɛ BG t
adrian	ʔ a AD d ʁ i AH aː AE n
adriane	ʔ a AD d ʁ i AH aː AE n ə BG
adrianen	ʔ a AD d ʁ i AH aː AE n ə BG n
adrians	ʔ a AD d ʁ i AH aː AE n s
adsorbieren	ʔ a AD t z ɔ BB ʁ b iː AI ʁ ə BG n
adstrat	a AD t s t ʁ aː AE t
adstringens	a AD t s t r ɪ BE ŋ ɡ ɛ BG n s
adäquat	ʔ a AD d ɛ BG k v aː AE tʰ
aerobic	ɛ BG ʀ oː AK b ɪ BE k
aerophobie	a AD e AF ʀ o AJ f o AJ b iː AI
affe	a AD f ə BG
affektiv	a AD f ɛ BG k t iː AI f
affen	a AD f n̩
affenjacke	ʔ a AD f ə BG n j AB a AD k ə BG
affin	a AD f iː AI n
afrikaans	a AD f ʀ i AH k aː AE n s
agentin	a AD ɡ ɛ BG n t ɪ BE n
agentinnen	a AD ɡ ɛ BG n t ɪ BE n ə BG n
agil	ʔ a AD ɡ iː AI l
agile	a AD ɡ iː AI l ə BG
agioteur	a AD ɡ i AH o AJ t øː CJ ɐ̯
agnostisch	ʔ ä ɡ n ɔ BB s t ɪ BE ʃ
agonal	a AD ɡ o AJ n aː AE l
ahle	aː AE l ə BG
ahnden	aː AE n d n̩
ahndung	ʔ aː AE n d ʊ BD ŋ
akademieausgabe	a AD k a AD d e AF m iː AI a AD ʊ̯ BM s ɡ aː AE b ə BG
akquirieren	ʔ a AD kʰ v i AH ʁ iː AI ɐ̯ n
akrolekt	a AD k ʀ o AJ l ɛ BG k t
aktenkoffer	ʔ ä k t n̩ k ɔ BB f ɐ CA
aktenordner	a AD k t n̩ ʔ ɔ BB ʁ d n ɐ CA
aktentasche	ʔ ä k t n̩ t ä ʃ ə BG
aktie	ʔ a AD k t s j AB ə BG
aktienhändlerin	a AD k t s i̯ AB ə BG n h AA ɛ BG n d l ə BG ʁ ɪ BE n
aktionsart	a AD k t s i̯ AB oː AK n s ʔ aː AE ɐ̯ t
aktiv	a AD k t iː AI f
aktualisieren	ʔ a AD k tʰ u AL a AD l i AH z iː AI ɐ̯ n
aktuell	ʔ ä k t ʋ BN ɛ BG l
akut	ʔ a AD kʰ uː AM tʰ
akzeptabel	a AD k t s ɛ BG p t aː AE b l̩
alarmanlage	a AD l a AD ʁ m ʔ a AD n l aː AE ɡ ə BG
alarmanlagen	a AD l a AD ʁ m ʔ a AD n l aː AE ɡ ə BG n
alarmieren	ʔ a AD l a AD ɐ̯ m iː AI ɐ̯ n
alaska	ʔ ɐ CA l ä s k ɐ CA
albanisch	a AD l b aː AE n ɪ BE ʃ
albern	ʔ ɑ BH l b̥ ə BG r n
alert	a AD l ɛ BG ʁ t
alexander	a AD l ɛ BG k s a AD n d ɐ CA
alexie	a AD l ɛ BG k s iː AI
algerisch	ʔ a AD l ɡ eː AG ʁ ɪ BE ʃ
algonkin	a AD l ɡ ɔ BB ŋ k ɪ BE n
algorithmus	a AD l ɡ o AJ ʀ ɪ BE t m ʊ BD s
alice	ʔ a AD l iː AI s ə BG
alimentieren	a AD l i AH m ɛ BG n t iː AI ʀ ə BG n
alina	a AD l iː AI n a AD
aliquant	a AD l i AH k v a AD n t
aliquot	a AD l i AH k v ɔ BB t
alkoholfrei	ʔ a AD l kʰ o AJ h AA oː AK l f ʁ a AD ɪ̯ BL
alkoholhaltig	ʔ a AD l kʰ o AJ h AA oː AK l h AA a AD l tʰ ɪ BE ç
all	ʔ a AD l
alldieweil	a AD l d iː AI v a AD ɪ̯ BL l
allee	a AD l eː AG
alleen	a AD l eː AG ə BG n
alleine	a AD l a AD ɪ̯ BL n ə BG
alleinherrscher	a AD l a AD ɪ̯ BL n h AA ɛ BG ʁ ʃ ɐ CA
allenthalben	a AD l ə BG n t h AA a AD l b n̩
allergewöhnlichsten	ʔ a AD l ɐ CA ɡ ə BG v øː CJ n l ɪ BE ç s t ə BG n
allerheiligstes	a AD l ɐ CA h AA a AD ɪ̯ BL l ɪ BE ç s t ə BG s
allerseits	a AD l ɐ CA z a AD ɪ̯ BL t s
allmacht	a AD l m a AD χ t
allmächtigkeit	a AD l m ɛ BG ç t ɪ BE ç k a AD ɪ̯ BL t
alls	ʔ a AD l s
alltag	ʔ a AD l tʰ aː AE kʰ
alltagstrott	ʔ a AD l t aː AE k s t ʁ ɔ BB t
allwissend	ʔ a AD l v ɪ BE s ə BG n t
allzeit	a AD l t s a AD ɪ̯ BL t
alm	ʔ a AD l m
almanach	a AD l m a AD n a AD χ
almen	ʔ a AD l m ə BG n
almhütte	ʔ a AD l m h AA ʏ DC t ə BG
almhütten	ʔ a AD l m h AA ʏ DC t n̩
alpen	ʔ a AD l p m̩
alpenverein	ʔ a AD l p ə BG n f ɛ BG ɐ̯ ʔ a AD ɪ̯ BL n
alpha	a AD l f a AD
alphabet	ʔ a AD l f a AD b eː AG t
alphabetisch	ʔ a AD l f a AD b eː AG tʰ ɪ BE ʃ
alphabetisieren	a AD l f a AD b e AF t i AH z iː AI ʀ ə BG n
alphorn	a AD l p h AA ɔ BB ʁ n
als	a AD l t s
alt	ʔ a AD l t
altarm	ʔ a AD l t ʔ a AD ʁ m
alte	a AD l t ə BG
alten	ʔ a AD l ʔ n̩
alter	ʔ ɑ BH l t ə BG r
alternierend	ʔ a AD l t ɐ CA n iː AI ʁ ə BG n t
alternierenden	ʔ a AD l t ɐ CA n iː AI ʁ ə BG n d ə BG n
altersbedingt	a AD l t ɐ CA s b ə BG d ɪ BE ŋ t
alterserscheinung	a AD l t ɐ CA s ʔ ɛ BG ɐ̯ ʃ a AD ɪ̯ BL n ʊ BD ŋ
alterserscheinungen	a AD l t ɐ CA s ʔ ɛ BG ɐ̯ ʃ a AD ɪ̯ BL n ʊ BD ŋ ə BG n
altersunterschied	a AD l t ɐ CA s ʊ BD n tʰ ɐ CA ʃ iː AI t
altertum	ʔ a AD l t ɐ CA t uː AM m
altlast	a AD l t l a AD s t
altneubau	a AD l t n ɔ BB ɪ̯ BL b a AD ʊ̯ BM
altposaune	a AD l t p o AJ z a AD ʊ̯ BM n ə BG
altwasser	ʔ a AD l t v a AD s ɐ CA
altwassern	ʔ a AD l t v a AD s ɐ CA n
altwassers	ʔ a AD l t v a AD s ɐ CA s
altweibermühle	a AD l t v a AD ɪ̯ BL b ɐ CA m yː DB l ə BG
alveolar	a AD l v e AF o AJ l aː AE ɐ̯
alveolare	a AD l v e AF o AJ l aː AE ʀ ə BG
alzheimer	ʔ a AD l t s h AA a AD ɪ̯ BL m ɐ CA
amateurboxer	a AD m a AD t øː CJ ɐ̯ b ɔ BB k s ɐ CA
amateurmusiker	a AD m a AD t øː CJ ɐ̯ m uː AM z ɪ BE k ɐ CA
ambivalenz	a AD m b i AH v a AD l ɛ BG n t s
amblyopie	a AD m b l y AN o AJ p iː AI
ameisenalgorithmus	aː AE m a AD ɪ̯ BL z n̩ ʔ a AD l ɡ o AJ ʀ ɪ BE t m ʊ BD s
ameisenwürger	ʔ a AD m a AD ɪ BE z n̩ v ʏ DC ʁ ɡ ɐ CA
amelie	a AD m eː AG l iː AI
amerikanistik	ʔ a AD m e AF ʁ i AH kʰ a AD n ɪ BE s t ɪ BE kʰ
amharisch	ʔ a AD m h AA aː AE ʁ ɪ BE ʃ
amok	aː AE m ɔ BB k
amourös	ʔ a AD m u AL ʁ øː CJ s
ampelmännchen	ʔ a AD m p l̩ m ɛ BG n ç n̩
amphiktyonie	a AD m f ɪ BE k t y AN o AJ n iː AI
amt	a AD m t
amtlich	ʔ a AD m p t l ɪ BE ç
amtskollege	a AD m t s k ɔ BB l eː AG ɡ ə BG
amtskollegin	a AD m t s k ɔ BB l eː AG ɡ ɪ BE n
amtsstube	a AD m t s ʃ t uː AM b ə BG
amtsverzicht	a AD m t s f ɛ BG ɐ̯ t s ɪ BE ç t
amüsieren	ʔ a AD m y AN z iː AI ɐ̯ n
analen	a AD n aː AE l ə BG n
analogie	a AD n a AD l o AJ ɡ iː AI
analyse	ʔ a AD n a AD l yː DB z ə BG
anathema	a AD n aː AE t e AF m a AD
anbaggern	a AD n b a AD ɡ ɐ CA n
anbahnen	a AD n b aː AE n ə BG n
anbau	ʔ a AD n b a AD ʊ̯ BM
anbauen	a AD n b a AD ʊ̯ BM ə BG n
anbehalten	a AD n b ə BG h AA a AD l t n̩
anbellen	a AD n b ɛ BG l ə BG n
anberaumen	a AD n b ə BG ʀ a AD ʊ̯ BM m ə BG n
anbeten	ʔ a AD n b eː AG t n̩
anbetreffen	a AD n b ə BG t ʁ ɛ BG f ɱ̩
anbot	ʔ a AD n b oː AK t
anbrennen	a AD n b ʀ ɛ BG n ə BG n
andenken	a AD n d ɛ BG ŋ k ə BG n
ander	ʔ ɑ BH n d ə BG r
anderem	ʔ a AD n d ə BG ʁ ə BG m
anderen	ʔ a AD n d ə BG ʁ ə BG n
anderer	ɑ BH n d ə BG r ə BG r
anderes	ʔ a AD n d ə BG ʁ ə BG s
andernorts	a AD n d ɐ CA n ʔ ɔ BB ʁ t s
anderthalb	ɑ BH n d̥ ə BG r t h AA ɑ BH l b̥
anderwärts	a AD n d ɐ CA v ɛ BG ʁ t s
andocken	a AD n d ɔ BB k n̩
andreas	a AD n d ʀ eː AG a AD s
andres	ʔ a AD n d ʁ ə BG s
anecken	a AD n ʔ ɛ BG k n̩
aneis	ʔ ɑ̈ DH n a AD ɪ̯ BL s
anerkennen	ʔ ä n ʔ ɛ BG ɐ̯ k ɛ BG n n̩
anfahrt	ʔ a AD n f aː AE ɐ̯ t
anfahrten	ʔ a AD n f aː AE ɐ̯ t ə BG n
anfangen	a AD n f a AD ŋ ə BG n
anfangs	a AD n f a AD ŋ s
anfangswort	a AD n f a AD ŋ s v ɔ BB ʁ t
anfassen	ʔ a AD n f a AD s n̩
anfechten	ʔ a AD n f ɛ BG ç t n̩
anfertigen	a AD n f ɛ BG ʁ t ɪ BE ɡ ə BG n
anfeuern	a AD n f ɔ BB ɪ̯ BL ɐ CA n
anfordern	ʔ a AD n f ɔ BB ʁ d ɐ CA n
anfreunden	a AD n f ʀ ɔ BB ɪ̯ BL n d n̩
anfänglich	ʔ a AD n f ɛ BG ŋ l ɪ BE ç
anfügen	ʔ a AD n f yː DB ɡ ŋ
anfühlen	a AD n f yː DB l ə BG n
anführerin	ä n f yː DB ʁ ə BG ʁ ɪ BE n
anfüllen	a AD n f ʏ DC l ə BG n
angabe	ʔ a AD n ɡ aː AE b ə BG
angebunden	ʔ a AD n ɡ ə BG b ʊ BD n d n̩
angedacht	ʔ a AD n ɡ ə BG d a AD x t
angedachten	ʔ a AD n ɡ ə BG d a AD x t ə BG n
angeheftet	ʔ a AD n ɡ ə BG h AA ɛ BG f t ə BG t
angehefteten	ʔ a AD n ɡ ə BG h AA ɛ BG f t ə BG t ə BG n
angehen	ʔ a AD n ɡ eː AG ə BG n
angehängt	a AD n ɡ ə BG h AA ɛ BG ŋ t
angehören	ʔ a AD n ɡ ə BG h AA øː CJ ʁ ə BG n
angeliter	a AD ŋ ɡ e AF l iː AI t ɐ CA
angelleine	a AD ŋ l̩ l a AD ɪ̯ BL n ə BG
angenehm	ʔ a AD ŋ ɡ ə BG n eː AG m
angeschlagen	ʔ a AD n ʃ l aː AE ɡ ŋ̩
angetan	a AD n ɡ ə BG t aː AE n
anglikaner	ʔ a AD ŋ ɡ l i AH k aː AE n ɐ CA
anglikanerin	ʔ a AD ŋ ɡ l i AH k aː AE n ə BG ʁ ɪ BE n
anglikanisch	ʔ a AD ŋ ɡ l i AH k aː AE n ɪ BE ʃ
anglistik	ʔ a AD ŋ ɡ l ɪ BE s t ɪ BE kʰ
angst	ʔ a AD ŋ s t
angstmacherei	a AD ŋ s t m a AD x ə BG ʁ a AD ɪ̯ BL
angucken	a AD n ɡ ʊ BD k n̩
anhalterin	a AD n h AA a AD l t ə BG ʀ ɪ BE n
anhaltiner	a AD n h AA a AD l t iː AI n ɐ CA
anhand	ʔ a AD n h AA a AD n t
anhang	ʔ a AD n h AA a AD ŋ
anheben	ʔ a AD n h AA eː AG b m̩
anheften	ʔ a AD n h AA ɛ BG f t ə BG n
