กระเซิง	k r a AD s ɤː AE ŋ
กระเซ็น	k r a AD s e AD n
กระเดือก	k r a AD d ɯ AD a̯ k̚
กระเด็น	k r a AD d e AD n
กระเต็น	k r a AD t e AD n
กระเทย	k r a AD tʰ ɤː AE j AB
กระเทียม	k r a AD tʰ i AD a̯ m
กระเบน	k r a AD b eː AE n
กระเบื้อง	k r a AD b ɯ AD a̯ ŋ
กระเป๋า	k r a AD p a AD w AC
กระเป๋าตังค์	k r a AD p a AD w AC t a AD ŋ
กระเป๋าธนบัตร	k r a AD p a AD w AC tʰ a AD n a AD b a AD t̚
กระเป๋าสตางค์	k r a AD p a AD w AC s a AD t aː AE ŋ
กระเป๋าเงิน	k r a AD p a AD w AC ŋ ɤ AD n
กระเป๋าเดินทาง	k r a AD p a AD w AC d ɤː AE n tʰ aː AE ŋ
กระเพรา	k r a AD pʰ r a AD w AC
กระเพา	k r a AD pʰ a AD w AC
กระเพาะ	k r a AD pʰ ɔ AF ʔ
กระเพาะปัสสาวะ	k r a AD pʰ ɔ AF ʔ p a AD t̚ s aː AE w AC a AD ʔ
กระเพาะพัก	k r a AD pʰ ɔ AF ʔ pʰ a AD k̚
กระเพาะอาหาร	k r a AD pʰ ɔ AF ʔ ʔ aː AE h AA aː AE n
กระเรียน	k r a AD r i AD a̯ n
กระเหรี่ยง	k r a AD r i AD a̯ ŋ
กระแต	k r a AD t ɛː AE
กระแทก	k r a AD tʰ ɛː AE k̚
กระแส	k r a AD s ɛː AE
กระแสไฟฟ้า	k r a AD s ɛː AE f a AD j AB f aː AE
กระโจม	k r a AD t ɕ oː AG m
กระโจมไฟ	k r a AD t ɕ oː AG m f a AD j AB
กระโชก	k r a AD t ɕʰ oː AG k̚
กระโดด	k r a AD d oː AG t̚
กระโดดร่ม	k r a AD d oː AG t̚ r o AF m
กระโถน	k r a AD tʰ oː AG n
กระโทง	k r a AD tʰ oː AG ŋ
กระโปรง	k r a AD p r oː AG ŋ
กระได	k r a AD d a AD j AB
กรัง	k r a AD ŋ
กรัม	k r a AD m
กราด	k r aː AE t̚
กราบ	k r aː AE p̚
กราฟ	k r aː AE p̚
กราม	k r aː AE m
กริช	k r i AD t̚
กรินทร์	k a AD r i AD n
กริยา	k r i AD j AB aː AE
กริยาช่วย	k r i AD j AB aː AE t ɕʰ u AF a̯ j AB
กริยานุเคราะห์	k r i AD j AB aː AE n u AF kʰ r ɔ AF ʔ
กริยาวิเศษณานุประโยค	k r i AD j AB aː AE w AC i AD s eː AE s a AD n aː AE n u AF p r a AD j AB oː AG k̚
กริยาวิเศษณ์	k r i AD j AB aː AE w AC i AD s eː AE t̚
กริ่ง	k r i AD ŋ
กริ่งเกรง	k r i AD ŋ k r eː AE ŋ
กริ้ว	k r i AD w AC
กรี	k r iː AE
กรีก	k r iː AE k̚
กรีซ	k r iː AE s
กรีฑา	k r iː AE tʰ aː AE
กรีด	k r iː AE t̚
กรีนแลนด์	k r iː AE n l ɛː AE n
กรุง	k r u AF ŋ
กรุงเขมา	k r u AF ŋ kʰ a AD m a AD w AC
กรุงเทพ	k r u AF ŋ tʰ eː AE p̚
กรุงเทพมหานคร	k r u AF ŋ tʰ eː AE p̚ m a AD h AA aː AE n a AD kʰ ɔː AG n
กรุงเทพฯ	k r u AF ŋ tʰ eː AE p̚
กรุงเฮก	k r u AF ŋ h AA e AD k̚
กรุณา	k a AD r u AF n aː AE
กรุ่น	k r u AF n
กรู	k r uː AG
กรูม	k r uː AG m
กร่อน	k r ɔ AF n
กร่อย	k r ɔ AF j AB
กร่าง	k r aː AE ŋ
กฤดีกา	k r i AD d iː AE k aː AE
กฤตยฎีกา	k r i AD t̚ t a AD j AB a AD d iː AE k aː AE
กฤษฎีกา	k r i AD t̚ s a AD d iː AE k aː AE
กฤษณา	k r i AD t̚ s a AD n aː AE
กล	k o AF n l a AD
กลฉ้อฉล	k o AF n t ɕʰ ɔː AG t ɕʰ o AF n
กลด	k l o AF t̚
กลบ	k l o AF p̚
กลบบัตร	k l o AF p̚ b a AD t̚
กลบบัตรสุมเพลิง	k l o AF p̚ b a AD t̚ s u AF m pʰ l ɤː AE ŋ
กลบบาตร	k l o AF p̚ b aː AE t̚
กลบบาตรสุมเพลิง	k l o AF p̚ b aː AE t̚ s u AF m pʰ l ɤː AE ŋ
กลม	k l o AF m
กลมกล่อม	k l o AF m k l ɔ AF m
กลมเกลียว	k l o AF m k l i AD a̯ w AC
กลวง	k l u AF a̯ ŋ
กลวิธี	k o AF n l a AD w AC i AD tʰ iː AE
กลอง	k l ɔː AG ŋ
กลองชุด	k l ɔː AG ŋ t ɕʰ u AF t̚
กลองตุ้ม	k l ɔː AG ŋ t u AF m
กลองทัด	k l ɔː AG ŋ tʰ a AD t̚
กลองยาว	k l ɔː AG ŋ j AB aː AE w AC
กลองสองหน้า	k l ɔː AG ŋ s ɔː AG ŋ n aː AE
กลองแขก	k l ɔː AG ŋ kʰ ɛː AE k̚
กลอน	k l ɔː AG n
กลอุบาย	k o AF n ʔ u AF b aː AE j AB
กลัด	k l a AD t̚
กลับ	k l a AD p̚
กลับคืน	k l a AD p̚ kʰ ɯː AE n
กลับตัว	k l a AD p̚ t u AF a̯
กลับตาลปัตร	k l a AD p̚ t aː AE l a AD p a AD t̚
กลับลำ	k l a AD p̚ l a AD m
กลับหลังหัน	k l a AD p̚ l a AD ŋ h AA a AD n
กลับเนื้อกลับตัว	k l a AD p̚ n ɯ AD a̯ k l a AD p̚ t u AF a̯
กลัว	k l u AF a̯
กลัวดอกพิกุลจะร่วง	k l u AF a̯ d ɔː AG k̚ pʰ i AD k u AF n t ɕ a AD r u AF a̯ ŋ
กลัวเหมือนหนูกลัวแมว	k l u AF a̯ m ɯ AD a̯ n n uː AG k l u AF a̯ m ɛː AE w AC
กลั่น	k l a AD n
กลั่นกรอง	k l a AD n k r ɔː AG ŋ
กลั้น	k l a AD n
กลั้ว	k l u AF a̯
กลาก	k l aː AE k̚
กลาง	k l aː AE ŋ
กลางคืน	k l aː AE ŋ kʰ ɯː AE n
กลางวัน	k l aː AE ŋ w AC a AD n
กลางแจ้ง	k l aː AE ŋ t ɕ ɛː AE ŋ
กลาบาต	k a AD l aː AE b aː AE t̚
กลาย	k l aː AE j AB
กลายพันธุ์	k l aː AE j AB pʰ a AD n
กลาโหม	k a AD l aː AE h AA oː AG m
กลิ่น	k l i AD n
กลิ่นตัว	k l i AD n t u AF a̯
กลิ่นหอม	k l i AD n h AA ɔː AG m
กลิ้ง	k l i AD ŋ
กลิ้งเกลือก	k l i AD ŋ k l ɯ AD a̯ k̚
กลีบ	k l iː AE p̚
กลีบดอก	k l iː AE p̚ d ɔː AG k̚
กลีบดอกไม้	k l iː AE p̚ d ɔː AG k̚ m aː AE j AB
กลีบหิน	k l iː AE p̚ h AA i AD n
กลึง	k l ɯ AD ŋ
กลืน	k l ɯː AE n
กลืนไม่เข้าคายไม่ออก	k l ɯː AE n m a AD j AB kʰ a AD w AC kʰ aː AE j AB m a AD j AB ʔ ɔː AG k̚
กลุ่ม	k l u AF m
กลุ่มกระจุกดาราจักร	k l u AF m k r a AD t ɕ u AF k̚ d aː AE r aː AE t ɕ a AD k̚
กลุ่มดาว	k l u AF m d aː AE w AC
กลุ่มอาการ	k l u AF m ʔ aː AE k aː AE n
กลุ้ม	k l u AF m
กลูโคส	k l uː AG kʰ oː AG t̚
กลเม็ด	k o AF n l a AD m e AD t̚
กลไก	k o AF n k a AD j AB
กล่อง	k l ɔ AF ŋ
กล่องดนตรี	k l ɔ AF ŋ d o AF n t r iː AE
กล่องดวงใจ	k l ɔ AF ŋ d u AF a̯ ŋ t ɕ a AD j AB
กล่องดินสอ	k l ɔː AG ŋ d i AD n s ɔː AG
กล่องเสียง	k l ɔ AF ŋ s i AD a̯ ŋ
กล่อม	k l ɔ AF m
กล่าว	k l aː AE w AC
กล่าวหา	k l aː AE w AC h AA aː AE
กล้วย	k l u AF a̯ j AB
กล้วยไม้	k l u AF a̯ j AB m aː AE j AB
กล้อง	k l ɔ AF ŋ
กล้องจุลทรรศน์	k l ɔ AF ŋ t ɕ u AF n l a AD tʰ a AD t̚
กล้องจุลทรรศน์อิเล็กตรอน	k l ɔ AF ŋ t ɕ u AF n l a AD tʰ a AD t̚ ʔ i AD l e AD k̚ t r ɔ AF n
กล้องจุลทรรศน์อิเล็กตรอนชนิดส่องกราด	k l ɔ AF ŋ t ɕ u AF n l a AD tʰ a AD t̚ ʔ i AD l e AD k̚ t r ɔ AF n t ɕʰ a AD n i AD t̚ s ɔ AF ŋ k r aː AE t̚
กล้องจุลทรรศน์อิเล็กตรอนชนิดส่องผ่าน	k l ɔ AF ŋ t ɕ u AF n l a AD tʰ a AD t̚ ʔ i AD l e AD k̚ t r ɔ AF n t ɕʰ a AD n i AD t̚ s ɔ AF ŋ pʰ aː AE n
กล้องดูดาว	k l ɔ AF ŋ d uː AG d aː AE w AC
กล้องถ่ายภาพ	k l ɔ AF ŋ tʰ aː AE j AB pʰ aː AE p̚
กล้องถ่ายรูป	k l ɔ AF ŋ tʰ aː AE j AB r uː AG p̚
กล้องยาสูบ	k l ɔ AF ŋ j AB aː AE s uː AG p̚
กล้องยาเส้น	k l ɔ AF ŋ j AB aː AE s e AD n
กล้องสนาม	k l ɔ AF ŋ s a AD n aː AE m
กล้องสองตา	k l ɔ AF ŋ s ɔː AG ŋ t aː AE
กล้องโทรทรรศน์	k l ɔ AF ŋ tʰ oː AG r a AD tʰ a AD t̚
กล้า	k l aː AE
กล้าม	k l aː AE m
กล้ามเนื้อ	k l aː AE m n ɯ AD a̯
กล้ามเนื้อหัวใจ	k l aː AE m n ɯ AD a̯ h AA u AF a̯ t ɕ a AD j AB
กล้ามเนื้อเรียบ	k l aː AE m n ɯ AD a̯ r i AD a̯ p̚
กล้ามเนื้อโครงร่าง	k l aː AE m n ɯ AD a̯ kʰ r oː AG ŋ r aː AE ŋ
กล้าย	k l aː AE j AB
กล้าหาญ	k l aː AE h AA aː AE n
กล้ำกลืน	k l a AD m k l ɯː AE n
กวด	k u AF a̯ t̚
กวน	k u AF a̯ n
กวม	k u AF a̯ m
กวยจั๊บ	k u AF a̯ j AB t ɕ a AD p̚
กวยจี๊	k u AF a̯ j AB t ɕ iː AE
กวัก	k w AC a AD k̚
กวาง	k w AC aː AE ŋ
กวางตุ้ง	k w AC aː AE ŋ t u AF ŋ
กวางผา	k w AC aː AE ŋ pʰ aː AE
กวางมูส	k w AC aː AE ŋ m uː AG t̚
กวาด	k w AC aː AE t̚
กวาดต้อน	k w AC aː AE t̚ t ɔː AG n
กวาดล้าง	k w AC aː AE t̚ l aː AE ŋ
กวี	k a AD w AC iː AE
กวีนิพนธ์	k a AD w AC iː AE n i AD pʰ o AF n
กว่า	k w AC aː AE
กว้าง	k w AC aː AE ŋ
กว้างใหญ่	k w AC aː AE ŋ j AB a AD j AB
กว้าน	k w AC aː AE n
กษัตร	k a AD s a AD t̚ t r a AD
กษัตรา	k r a AD s a AD t̚ t r aː AE
กษัตริย์	k a AD s a AD t̚
กษัตรี	k a AD s a AD t̚ t r iː AE
กษัตรีย์	k a AD s a AD t̚ t r iː AE
กษาปณ์	k a AD s aː AE p̚
กษีร	k a AD s iː AE r a AD
กษีรสาคาร	k a AD s iː AE r a AD s aː AE kʰ aː AE n
กษีระ	k a AD s iː AE r a AD ʔ
กษีรามพุ	k a AD s iː AE r aː AE m pʰ u AF ʔ
กษีรารณพ	k a AD s iː AE r aː AE r a AD n o AF p̚
กสิ	k a AD s i AD ʔ
กสิกร	k a AD s i AD k ɔː AG n
กสิกรรม	k a AD s i AD k a AD m
กอ	k ɔː AG
กอก	k ɔː AG k̚
กอง	k ɔː AG ŋ
กองกำลัง	k ɔː AG ŋ k a AD m l a AD ŋ
กองทัพ	k ɔː AG ŋ tʰ a AD p̚
กองทัพบก	k ɔː AG ŋ tʰ a AD p̚ b o AF k̚
กองทัพมด	k ɔː AG ŋ tʰ a AD p̚ m o AF t̚
กองทัพเดินด้วยท้อง	k ɔː AG ŋ tʰ a AD p̚ d ɤː AE n d u AF a̯ j AB tʰ ɔː AG ŋ
กองทัพเรือ	k ɔː AG ŋ tʰ a AD p̚ r ɯ AD a̯
กองทุน	k ɔː AG ŋ tʰ u AF n
กองพล	k ɔː AG ŋ pʰ o AF n
กองมรดก	k ɔː AG ŋ m ɔː AG r a AD d o AF k̚
กองหนุน	k ɔː AG ŋ n u AF n
กองเรือ	k ɔː AG ŋ r ɯ AD a̯
กอด	k ɔː AG t̚
กอดเก้าอี้	k ɔː AG t̚ k a AD w AC ʔ iː AE
กอบ	k ɔː AG p̚
กอปร	k ɔː AG p̚
กอริลลา	k ɔː AG r i AD n l aː AE
กอลลัม	k ɔ AF n l a AD m
กอล์ฟ	k ɔː AG p̚
กะ	k a AD ʔ
กะจั๊ว	k a AD t ɕ u AF a̯
กะตือรือร้น	k a AD t ɯː AE r ɯː AE r o AF n
กะตือรือล้น	k a AD t ɯː AE r ɯː AE l o AF n
กะทะ	k a AD tʰ a AD ʔ
กะทัดรัด	k a AD tʰ a AD t̚ r a AD t̚
กะทันหัน	k a AD tʰ a AD n h AA a AD n
กะทิ	k a AD tʰ i AD ʔ
กะบัง	k a AD b a AD ŋ
กะบังลม	k a AD b a AD ŋ l o AF m
